"show","theater","week_date","this_week_gross","potential_gross","avg_ticket_price","top_ticket_price","seats_sold","seats_in_theater","performances","previews","capacity"
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-11-09,815750,892240,119.95,327,6801,907,8,0,93.73
"Aladdin","New Amsterdam Theatre",2014-11-09,1410648,1354360,107.1,252.5,13171,1723,8,0,95.55
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-11-09,1330829,1284432,162.02,299,8214,1026,8,0,100.07
"Cabaret","Studio 54",2014-11-09,741877,1004880,116.3,350,6379,893,8,0,89.29
"Chicago","Ambassador Theatre",2014-11-09,479182,994068,80.86,186,5926,1080,8,0,68.59
"Cinderella","Broadway Theatre",2014-11-09,629743,1208732,74.9,297,8408,1751,8,0,60.02
"Disgraced","Lyceum Theatre",2014-11-09,512646,777676,78.87,198,6500,918,8,0,88.51
"Hedwig and the Angry Inch","Belasco Theatre",2014-11-09,624148,743423,97.98,248,6370,1007,7,0,90.37
"If/Then","Richard Rodgers Theatre",2014-11-09,569810,1290160,75.41,223,7556,1311,8,0,72.04
"It's Only a Play","Gerald Schoenfeld Theatre",2014-11-09,1375174,1328888,160.95,347,8544,1069,8,0,99.91
"Jersey Boys","August Wilson Theatre",2014-11-09,826987,1146588,104.56,237,7909,1228,8,0,80.51
"Kinky Boots","Al Hirschfeld Theatre",2014-11-09,1147857,1486772,118.1,349,9719,1424,8,0,85.31
"Les Misérables","Imperial Theatre",2014-11-09,683328,1219904,83.66,273,8168,1409,8,0,72.46
"Love Letters","Brooks Atkinson Theatre",2014-11-09,393746,887360,77.42,250,5086,1068,8,0,59.53
"Mamma Mia!","Broadhurst Theatre",2014-11-09,586427,1121208,77.68,225,7549,1166,8,0,80.93
"Matilda The Musical","Sam S. Shubert Theatre",2014-11-09,892409,1274820,90.22,250,9892,1432,8,0,86.35
"Motown The Musical","Lunt-Fontanne Theatre",2014-11-09,1025917,1417100,97.89,250,10480,1507,8,0,86.93
"On the Town","Lyric Theatre",2014-11-09,834113,1790076,82.5,246.5,10110,1874,8,0,67.44
"Once","Bernard B. Jacobs Theatre",2014-11-09,459801,920197,83.74,197.5,5491,1059,8,0,64.81
"Pippin","Music Box Theatre",2014-11-09,449207,1049036,81.32,225,5524,990,8,0,69.75
"Rock of Ages","Brooks Atkinson Theatre",2014-11-09,323107,564659,85.52,197,3778,583,8,0,81
"The Book of Mormon","Eugene O'Neill Theatre",2014-11-09,1638827,1390976,187.25,477,8752,1066,8,0,102.63
"The Country House","Samuel J. Friedman Theatre",2014-11-09,209004,592000,56.15,NA,3722,650,8,0,71.58
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-11-09,895900,956496,113.09,195,7922,1018,8,0,97.27
"The Last Ship","Neil Simon Theatre",2014-11-09,543860,1243260,76.12,225,7145,1349,8,0,66.21
"The Lion King","Minskoff Theatre",2014-11-09,1737729,1864221,128.7,197.5,13502,1700,8,0,99.28
"The Phantom of the Opera","Majestic Theatre",2014-11-09,720968,1514575,82.77,200,8710,1605,8,0,67.83
"The Real Thing","American Airlines Theatre",2014-11-09,490862,639264,84.3,NA,5823,740,8,0,98.36
"This Is Our Youth","Cort Theatre",2014-11-09,349111,794168,72.66,223,4805,1061,8,0,56.61
"Wicked","Gershwin Theatre",2014-11-09,1621169,1681127,119.87,300,13524,1809,8,0,93.45
"You Can't Take It With You","Longacre Theatre",2014-11-09,562949,986088,92.56,250,6082,1073,8,0,70.85
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-11-16,788831,892240,114.57,327,6885,907,8,0,94.89
"Aladdin","New Amsterdam Theatre",2014-11-16,1328493,1363732,100.36,252.5,13237,1723,8,0,96.03
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-11-16,1318454,1284432,160.36,299,8222,1026,8,0,100.17
"Cabaret","Studio 54",2014-11-16,686271,1004880,112.39,350,6106,893,8,0,85.47
"Chicago","Ambassador Theatre",2014-11-16,413434,994068,76.96,186,5372,1080,8,0,62.18
"Cinderella","Broadway Theatre",2014-11-16,631822,1208732,74.17,297,8518,1751,8,0,60.81
"Disgraced","Lyceum Theatre",2014-11-16,471373,777676,84.64,198,5569,918,8,0,75.83
"Hedwig and the Angry Inch","Belasco Theatre",2014-11-16,607949,743423,96.38,248,6308,1007,7,0,89.49
"If/Then","Richard Rodgers Theatre",2014-11-16,466852,1290160,66.93,223,6975,1311,8,0,66.5
"It's Only a Play","Gerald Schoenfeld Theatre",2014-11-16,1370168,1328888,161.6,347,8479,1069,8,0,99.15
"Jersey Boys","August Wilson Theatre",2014-11-16,727348,1146588,104,237,6994,1228,8,0,71.19
"Kinky Boots","Al Hirschfeld Theatre",2014-11-16,1142851,1486772,113,349,10114,1424,8,0,88.78
"Les Misérables","Imperial Theatre",2014-11-16,603883,1219904,82.55,273,7315,1409,8,0,64.9
"Love Letters","Brooks Atkinson Theatre",2014-11-16,483280,780840,86.25,250,5603,1068,7,0,74.95
"Mamma Mia!","Broadhurst Theatre",2014-11-16,483950,1121208,78.3,225,6181,1166,8,0,66.26
"Matilda The Musical","Sam S. Shubert Theatre",2014-11-16,744214,1274820,86.76,250,8578,1432,8,0,74.88
"Motown The Musical","Lunt-Fontanne Theatre",2014-11-16,997824,1417100,98.24,250,10157,1507,8,0,84.25
"On the Town","Lyric Theatre",2014-11-16,843648,1790076,81.55,246.5,10345,1874,8,0,69
"Once","Bernard B. Jacobs Theatre",2014-11-16,462158,920197,81.77,197.5,5652,1059,8,0,66.71
"Pippin","Music Box Theatre",2014-11-16,397603,1049036,76.32,225,5210,990,8,0,65.78
"Rock of Ages","Brooks Atkinson Theatre",2014-11-16,323042,564659,86.89,197,3718,583,8,0,79.72
"The Book of Mormon","Eugene O'Neill Theatre",2014-11-16,1594690,1390976,182.23,477,8751,1066,8,0,102.62
"The Country House","Samuel J. Friedman Theatre",2014-11-16,187209,592000,51.42,NA,3641,650,8,0,70.02
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-11-16,907142,956496,113.56,195,7988,1018,8,0,98.08
"The Last Ship","Neil Simon Theatre",2014-11-16,536449,1243260,80.69,225,6648,1349,8,0,61.6
"The Lion King","Minskoff Theatre",2014-11-16,1527989,1699189,114.72,197.5,13319,1700,8,0,97.93
"The Phantom of the Opera","Majestic Theatre",2014-11-16,715131,1514575,84.63,200,8450,1605,8,0,65.81
"The Real Thing","American Airlines Theatre",2014-11-16,455145,639264,82.57,NA,5512,740,8,0,93.11
"The River","Circle in the Square Theatre",2014-11-16,723882,874224,127.11,275,5695,696,1,7,102.28
"This Is Our Youth","Cort Theatre",2014-11-16,322033,794168,67.48,223,4772,1061,8,0,56.22
"Wicked","Gershwin Theatre",2014-11-16,1361772,1681127,110.87,300,12283,1809,8,0,84.87
"You Can't Take It With You","Longacre Theatre",2014-11-16,544105,986088,95.32,250,5708,1073,8,0,66.5
"A Delicate Balance","John Golden Theatre",2014-11-23,745933,894128,117.36,323,6356,802,4,4,99.06
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-11-23,775336,892240,111.74,327,6939,907,8,0,95.63
"Aladdin","New Amsterdam Theatre",2014-11-23,1372657,1322884,99.92,252.5,13737,1723,8,0,99.66
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-11-23,1279198,1284432,160.42,299,7974,1026,8,0,97.15
"Cabaret","Studio 54",2014-11-23,816760,1004880,121.89,350,6701,893,8,0,93.8
"Chicago","Ambassador Theatre",2014-11-23,419363,994068,78.55,186,5339,1080,8,0,61.79
"Cinderella","Broadway Theatre",2014-11-23,680334,1208732,76.15,297,8934,1751,8,0,63.78
"Disgraced","Lyceum Theatre",2014-11-23,433598,777676,83.19,198,5212,918,8,0,70.97
"Hedwig and the Angry Inch","Belasco Theatre",2014-11-23,548527,743423,98.13,248,5590,1007,7,0,79.3
"If/Then","Richard Rodgers Theatre",2014-11-23,502191,1290160,70.06,223,7168,1311,8,0,68.34
"It's Only a Play","Gerald Schoenfeld Theatre",2014-11-23,1342409,1328888,159.49,347,8417,1069,8,0,98.42
"Jersey Boys","August Wilson Theatre",2014-11-23,727159,1146588,101.96,237,7132,1228,8,0,72.6
"Kinky Boots","Al Hirschfeld Theatre",2014-11-23,1100608,1486772,109.22,349,10077,1424,8,0,88.46
"Les Misérables","Imperial Theatre",2014-11-23,617818,1219904,77.62,273,7960,1409,8,0,70.62
"Love Letters","Brooks Atkinson Theatre",2014-11-23,411765,780840,86.43,250,4764,1068,7,0,63.72
"Mamma Mia!","Broadhurst Theatre",2014-11-23,491950,1121208,78.89,225,6236,1166,8,0,66.85
"Matilda The Musical","Sam S. Shubert Theatre",2014-11-23,764003,1274820,90.76,250,8418,1432,8,0,73.48
"Motown The Musical","Lunt-Fontanne Theatre",2014-11-23,981245,1417100,95.24,250,10303,1507,8,0,85.46
"On the Town","Lyric Theatre",2014-11-23,795604,1790076,80.27,246.5,9912,1874,8,0,66.12
"Once","Bernard B. Jacobs Theatre",2014-11-23,425226,920197,78.99,197.5,5383,1059,8,0,63.54
"Pippin","Music Box Theatre",2014-11-23,367437,1049036,73.53,225,4997,990,8,0,63.09
"Rock of Ages","Brooks Atkinson Theatre",2014-11-23,296522,564659,83.93,197,3533,583,8,0,75.75
"Side Show","St. James Theatre",2014-11-23,419203,1032755,56.67,197,7397,1303,8,0,70.96
"The Book of Mormon","Eugene O'Neill Theatre",2014-11-23,1579606,1390976,180.69,477,8742,1066,8,0,102.51
"The Country House","Samuel J. Friedman Theatre",2014-11-23,146741,550057,42.67,NA,3439,650,8,0,66.13
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-11-23,903389,956496,113.21,195,7980,1018,8,0,97.99
"The Last Ship","Neil Simon Theatre",2014-11-23,497208,1243260,68.85,225,7222,1349,8,0,66.92
"The Lion King","Minskoff Theatre",2014-11-23,1711467,1795420,126.75,197.5,13503,1700,8,0,99.29
"The Phantom of the Opera","Majestic Theatre",2014-11-23,676699,1514575,81.87,200,8266,1605,8,0,64.38
"The Real Thing","American Airlines Theatre",2014-11-23,475879,639264,87.46,NA,5441,740,8,0,91.91
"The River","Circle in the Square Theatre",2014-11-23,882153,874224,156.94,275,5621,696,8,0,100.95
"This Is Our Youth","Cort Theatre",2014-11-23,287243,794168,63.37,223,4533,1061,8,0,53.4
"Wicked","Gershwin Theatre",2014-11-23,1452509,1681127,114.64,300,12670,1809,8,0,87.55
"You Can't Take It With You","Longacre Theatre",2014-11-23,467067,986088,92.36,250,5057,1073,8,0,58.91
"A Delicate Balance","John Golden Theatre",2014-11-30,807472,923128,142.92,323,5650,802,8,0,88.06
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-11-30,974924,1010550,138.37,250,7046,913,8,0,96.47
"Aladdin","New Amsterdam Theatre",2014-11-30,1759955,1565968,127.68,252.5,13784,1723,8,0,100
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-11-30,1405434,1364292,175.11,350,8026,1026,8,0,97.78
"Cabaret","Studio 54",2014-11-30,948085,1018600,133.51,350,7101,893,8,0,99.4
"Chicago","Ambassador Theatre",2014-11-30,583103,994068,88.16,186,6614,1080,8,0,76.55
"Cinderella","Broadway Theatre",2014-11-30,1115935,1219459,84.56,297,13197,1751,8,0,94.21
"Disgraced","Lyceum Theatre",2014-11-30,412694,778807,82.39,198,5009,918,8,0,68.21
"Hedwig and the Angry Inch","Belasco Theatre",2014-11-30,653674,748033,106.55,248,6135,1007,7,0,87.03
"If/Then","Richard Rodgers Theatre",2014-11-30,615096,1290160,95.33,223,6452,1311,8,0,61.52
"It's Only a Play","Gerald Schoenfeld Theatre",2014-11-30,1354791,1328888,169.31,347,8002,1069,8,0,93.57
"Jersey Boys","August Wilson Theatre",2014-11-30,920735,1246980,116.36,197,7913,1228,8,0,80.55
"Kinky Boots","Al Hirschfeld Theatre",2014-11-30,1314521,1572203,127.71,298,10293,1424,8,0,90.35
"Les Misérables","Imperial Theatre",2014-11-30,992609,1234096,101.23,273,9806,1409,8,0,86.99
"Love Letters","Brooks Atkinson Theatre",2014-11-30,309103,780840,77.7,250,3978,1068,7,0,53.21
"Mamma Mia!","Broadhurst Theatre",2014-11-30,662155,1121208,90.29,225,7334,1166,8,0,78.62
"Matilda The Musical","Sam S. Shubert Theatre",2014-11-30,1454493,1287265,126.89,250,11463,1432,8,0,100.06
"Motown The Musical","Lunt-Fontanne Theatre",2014-11-30,1011459,1417100,109.94,250,9200,1507,8,0,76.31
"On the Town","Lyric Theatre",2014-11-30,885138,1790076,98.62,246.5,8975,1874,8,0,59.87
"Once","Bernard B. Jacobs Theatre",2014-11-30,563704,932649,88.6,197.5,6362,1059,8,0,75.09
"Pippin","Music Box Theatre",2014-11-30,670217,1049036,97.88,225,6847,990,8,0,86.45
"Rock of Ages","Brooks Atkinson Theatre",2014-11-30,360759,564659,98.46,223,3664,583,8,0,78.56
"Side Show","St. James Theatre",2014-11-30,466970,1188856,80.51,197,5800,1303,8,0,55.64
"The Book of Mormon","Eugene O'Neill Theatre",2014-11-30,1875135,1494276,214.28,475,8751,1066,8,0,102.62
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-11-30,952041,956496,122.84,195,7750,1018,8,0,95.16
"The Last Ship","Neil Simon Theatre",2014-11-30,458563,1243260,71.45,225,6418,1349,8,0,59.47
"The Lion King","Minskoff Theatre",2014-11-30,2422719,2351128,178.12,197.5,13602,1700,8,0,100.02
"The Phantom of the Opera","Majestic Theatre",2014-11-30,1131137,1514575,99.93,200,11319,1605,8,0,88.15
"The Real Thing","American Airlines Theatre",2014-11-30,451370,639264,86.47,NA,5220,740,8,0,88.18
"The River","Circle in the Square Theatre",2014-11-30,906275,874224,161,275,5629,696,8,0,101.1
"This Is Our Youth","Cort Theatre",2014-11-30,341572,800788,68.63,223,4977,1061,8,0,58.64
"Wicked","Gershwin Theatre",2014-11-30,2432132,1891268,154.78,300,15714,1809,9,0,96.52
"You Can't Take It With You","Longacre Theatre",2014-11-30,548572,994420,100.12,250,5479,1073,8,0,63.83
"A Delicate Balance","John Golden Theatre",2014-12-07,873152,923128,143.33,323,6092,802,8,0,94.95
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-12-07,892158,965768,129.64,250,6882,913,8,0,94.22
"Aladdin","New Amsterdam Theatre",2014-12-07,1516840,1436056,111.92,252.5,13553,1723,8,0,98.32
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-12-07,1324837,1284432,161.53,299,8202,1026,8,0,99.93
"Cabaret","Studio 54",2014-12-07,894223,1018600,126.23,350,7084,893,8,0,99.16
"Chicago","Ambassador Theatre",2014-12-07,466607,994068,80.98,186,5762,1080,8,0,66.69
"Cinderella","Broadway Theatre",2014-12-07,805921,1208732,80.63,297,9995,1751,8,0,71.35
"Disgraced","Lyceum Theatre",2014-12-07,410321,777676,84.03,198,4883,918,8,0,66.49
"Hedwig and the Angry Inch","Belasco Theatre",2014-12-07,610431,743423,101.71,248,6002,1007,7,0,85.15
"If/Then","Richard Rodgers Theatre",2014-12-07,546374,1290160,83.39,223,6552,1311,8,0,62.47
"It's Only a Play","Gerald Schoenfeld Theatre",2014-12-07,1424039,1328888,167.87,347,8483,1069,8,0,99.19
"Jersey Boys","August Wilson Theatre",2014-12-07,913846,1203728,116.62,197,7836,1228,8,0,79.76
"Kinky Boots","Al Hirschfeld Theatre",2014-12-07,1321866,1486772,128.03,298,10325,1424,8,0,90.63
"Les Misérables","Imperial Theatre",2014-12-07,771307,1219904,94.59,273,8154,1409,8,0,72.34
"Love Letters","Brooks Atkinson Theatre",2014-12-07,409785,780840,82.52,250,4966,1068,7,0,66.43
"Mamma Mia!","Broadhurst Theatre",2014-12-07,547087,1121208,86.98,225,6290,1166,8,0,67.43
"Matilda The Musical","Sam S. Shubert Theatre",2014-12-07,928149,1274820,99.96,250,9285,1432,8,0,81.05
"Motown The Musical","Lunt-Fontanne Theatre",2014-12-07,1065120,1417100,112.43,250,9474,1507,8,0,78.58
"On the Town","Lyric Theatre",2014-12-07,779021,1790076,85.46,246.5,9116,1874,8,0,60.81
"Once","Bernard B. Jacobs Theatre",2014-12-07,554966,921253,90.58,197.5,6127,1059,8,0,72.32
"Pippin","Music Box Theatre",2014-12-07,464138,1049036,81.79,225,5675,990,8,0,71.65
"Rock of Ages","Brooks Atkinson Theatre",2014-12-07,373834,564659,93.23,197,4010,583,8,0,85.98
"Side Show","St. James Theatre",2014-12-07,483252,1174824,75.06,197,6438,1303,8,0,61.76
"The Book of Mormon","Eugene O'Neill Theatre",2014-12-07,1734478,1390976,198.18,475,8752,1066,8,0,102.63
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-12-07,864898,956496,113.3,195,7634,1018,8,0,93.74
"The Elephant Man","Booth Theatre",2014-12-07,755087,864544,121.63,298,6208,774,1,7,100.26
"The Illusionists - Witness the Impossible","Marquis Theatre",2014-12-07,878416,1399175,82.08,175,10702,1597,6,2,83.77
"The Last Ship","Neil Simon Theatre",2014-12-07,491910,1243260,77.61,225,6338,1349,8,0,58.73
"The Lion King","Minskoff Theatre",2014-12-07,1919765,2189760,155.32,197.5,12360,1700,8,0,90.88
"The Phantom of the Opera","Majestic Theatre",2014-12-07,785441,1514575,86.2,200,9112,1605,8,0,70.97
"The Real Thing","American Airlines Theatre",2014-12-07,458860,639264,85.1,NA,5392,740,8,0,91.08
"The River","Circle in the Square Theatre",2014-12-07,873863,874224,155.71,275,5612,696,8,0,100.79
"This Is Our Youth","Cort Theatre",2014-12-07,262663,794168,50.06,223,5247,1061,8,0,61.82
"Wicked","Gershwin Theatre",2014-12-07,1814918,1681127,130.06,300,13954,1809,8,0,96.42
"You Can't Take It With You","Longacre Theatre",2014-12-07,519282,986088,95.26,250,5451,1073,8,0,63.5
"A Delicate Balance","John Golden Theatre",2014-12-14,854322,923128,142.03,323,6015,802,8,0,93.75
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-12-14,879103,965768,127.43,250,6899,913,8,0,94.46
"Aladdin","New Amsterdam Theatre",2014-12-14,1529288,1436056,112.19,252.5,13631,1723,8,0,98.89
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-12-14,1354390,1284432,164.57,299,8230,1026,8,0,100.27
"Cabaret","Studio 54",2014-12-14,808669,1018600,117.92,350,6858,893,8,0,96
"Chicago","Ambassador Theatre",2014-12-14,414484,994068,81.08,186,5112,1080,8,0,59.17
"Cinderella","Broadway Theatre",2014-12-14,851242,1208732,80.6,297,10561,1751,8,0,75.39
"Disgraced","Lyceum Theatre",2014-12-14,415019,777676,85.73,198,4841,918,8,0,65.92
"Hedwig and the Angry Inch","Belasco Theatre",2014-12-14,640340,743423,102.59,248,6242,1007,7,0,88.55
"If/Then","Richard Rodgers Theatre",2014-12-14,502861,1290160,83.1,223,6051,1311,8,0,57.69
"It's Only a Play","Gerald Schoenfeld Theatre",2014-12-14,1413682,1328888,167.36,347,8447,1069,8,0,98.77
"Jersey Boys","August Wilson Theatre",2014-12-14,847588,1203728,110.36,197,7680,1228,8,0,78.18
"Kinky Boots","Al Hirschfeld Theatre",2014-12-14,1295982,1486772,125.62,298,10317,1424,8,0,90.56
"Les Misérables","Imperial Theatre",2014-12-14,719973,1219904,90.34,273,7970,1409,8,0,70.71
"Love Letters","Brooks Atkinson Theatre",2014-12-14,274612,780840,64.9,250,4231,1068,7,0,56.59
"Mamma Mia!","Broadhurst Theatre",2014-12-14,437209,1121208,82.52,225,5298,1166,8,0,56.8
"Matilda The Musical","Sam S. Shubert Theatre",2014-12-14,900826,1274820,96.5,250,9335,1432,8,0,81.49
"Motown The Musical","Lunt-Fontanne Theatre",2014-12-14,982656,1417100,109.27,250,8993,1507,8,0,74.59
"On the Town","Lyric Theatre",2014-12-14,756779,1790076,80.77,246.5,9370,1874,8,0,62.5
"Once","Bernard B. Jacobs Theatre",2014-12-14,601479,921253,91.17,197.5,6597,1059,8,0,77.87
"Pippin","Music Box Theatre",2014-12-14,468537,1049036,80.49,225,5821,990,8,0,73.5
"Rock of Ages","Brooks Atkinson Theatre",2014-12-14,376586,564659,91.01,197,4138,583,8,0,88.72
"Side Show","St. James Theatre",2014-12-14,467909,1174824,72.35,197,6467,1303,8,0,62.04
"The Book of Mormon","Eugene O'Neill Theatre",2014-12-14,1739667,1390976,198.8,475,8751,1066,8,0,102.62
"The Curious Incident of the Dog in the Night-Time","Ethel Barrymore Theatre",2014-12-14,893577,956496,118.01,195,7572,1018,8,0,92.98
"The Elephant Man","Booth Theatre",2014-12-14,934580,936884,149.94,298,6233,774,8,0,100.66
"The Illusionists - Witness the Impossible","Marquis Theatre",2014-12-14,987234,1592075,99.89,175,9883,1597,8,0,77.36
"The Last Ship","Neil Simon Theatre",2014-12-14,817897,1243260,98.79,225,8279,1349,8,0,76.71
"The Lion King","Minskoff Theatre",2014-12-14,1925063,2151791,152.34,197.5,12637,1700,8,0,92.92
"The Phantom of the Opera","Majestic Theatre",2014-12-14,760079,1514575,84.26,200,9021,1605,8,0,70.26
"The Real Thing","American Airlines Theatre",2014-12-14,456725,639264,82.91,NA,5509,740,8,0,93.06
"The River","Circle in the Square Theatre",2014-12-14,865695,874224,154.37,275,5608,696,8,0,100.72
"This Is Our Youth","Cort Theatre",2014-12-14,270455,794168,51.42,223,5260,1061,8,0,61.97
"Wicked","Gershwin Theatre",2014-12-14,1746037,1681127,128.82,300,13554,1809,8,0,93.66
"You Can't Take It With You","Longacre Theatre",2014-12-14,498935,986088,93.84,250,5317,1073,8,0,61.94
"A Delicate Balance","John Golden Theatre",2014-12-21,706174,923128,138.22,323,5109,802,8,0,79.63
"A Gentleman's Guide to Love and Murder","Walter Kerr Theatre",2014-12-21,841587,965768,119.44,250,7046,913,8,0,96.47
"Aladdin","New Amsterdam Theatre",2014-12-21,1607102,1436056,117.03,252.5,13732,1723,8,0,99.62
"Beautiful: The Carole King Musical","Stephen Sondheim Theatre",2014-12-21,1235710,1284432,161.01,299,7675,1026,8,0,93.51
"Cabaret","Studio 54",2014-12-21,935919,1018600,130.72,350,7160,893,8,0,100.22
"Chicago","Ambassador Theatre",2014-12-21,479248,994068,80.6,186,5946,1080,8,0,68.82
"Cinderella","Broadway Theatre",2014-12-21,990052,1208732,80.45,297,12307,1751,8,0,87.86
"Disgraced","Lyceum Theatre",2014-12-21,332589,777676,85.87,198,3873,918,8,0,52.74
"Hedwig and the Angry Inch","Belasco Theatre",2014-12-21,592551,743423,98.55,248,6013,1007,7,0,85.3
"If/Then","Richard Rodgers Theatre",2014-12-21,525214,1290160,81.09,223,6477,1311,8,0,61.76
"It's Only a Play","Gerald Schoenfeld Theatre",2014-12-21,1408914,1328888,168.83,347,8345,1069,8,0,97.58
